age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
76,Financial,United States,JMB Realty,new,USA,1969,True,0.0,male,Real Estate,True,Neil Bluhm,687,North America,founder,real estate,True,False,self-made finance,2.5,2014
71,Financial,United States,Trian Fund Management,new,USA,2005,True,0.0,male,Diversified financial,True,Nelson Peltz,1078,North America,founder,investment banking,True,False,self-made finance,1.7,2014
46,Non-Traded Sectors,Lithuania,VP Group,new,LTU,1992,True,0.0,male,"Retail, Restaurant",True,Nerijus Numavicius,1565,Europe,founder,retail,True,False,founder non-finance,1.0,2014
84,Non-Traded Sectors,Brazil,Riachuelo,new,BRA,1956,True,0.0,male,"Retail, Restaurant",True,Nevaldo Rocha,925,Latin America,founder,retail,True,False,founder non-finance,2.0,2014
58,Financial,China,Zhongrong Group,new,CHN,1992,True,0.0,male,Real Estate,True,Ni Zhaoxing,1284,East Asia,president,real estate,True,False,self-made finance,1.3,2014
70,Financial,United States,Hyatt,aquired,USA,1957,True,0.0,male,Real Estate,True,"Nicholas Pritzker, II.",1210,North America,relation,hotels,True,False,inherited,1.4,2014
38,New Sectors,United States,GoPro,new,USA,2002,True,0.0,male,Technology-Computer,True,Nicholas Woodman,1284,North America,founder,cameras,True,False,founder non-finance,1.3,2014
68,Resource Related,South Africa,De Beers,new ,ZAF,1888,True,0.0,male,Mining and metals,True,Nicky Oppenheimer,205,Sub-Saharan Africa,relation,diamonds,True,False,inherited,6.7,2014
73,Traded Sectors,Italy,Bulgari,new,ITA,1884,True,0.0,male,Consumer,True,Nicola Bulgari,1210,Europe,relation,luxury goods,True,False,inherited,1.4,2014
52,Financial,United States,Alpha Investment Management,new,USA,1988,True,0.0,male,Diversified financial,True,Nicolas Berggruen,869,North America,founder,hedge funds,True,False,self-made finance,2.0,2014
71,Traded Sectors,France,Hermes,new,FRA,1837,True,0.0,male,Consumer,True,Nicolas Puech,869,Europe,relation,luxury fashion,True,False,inherited,2.0,2014
66,New Sectors,Denmark,Coloplast,new,DEN,1957,True,0.0,male,Technology-Medical,True,Niels Peter Louis-Hansen,408,Europe,relation,medical devices,True,False,inherited,3.7,2014
42,Financial,Russia,N-Trans,new,RUS,1996,True,0.0,male,Real Estate,True,Nikita Mishin,1372,Europe,founder,infrastructure,True,False,self-made finance,1.2,2014
50,Traded Sectors,Finland,Kone Corporation,aquired,FIN,1924,True,0.0,male,Non-consumer industrial,True,Niklas Herlin,1465,Europe,relation,elevators,True,False,inherited,1.1,2014
56,Financial,Russia,Maxi Group,new,RUS,2004,True,0.0,male,Diversified financial,True,Nikolai Maximov,1372,Europe,founder,mettallurgy,True,False,self-made finance,1.2,2014
45,Financial,Russia,RESO-Garantiya,new,RUS,1991,True,0.0,male,Hedge funds,True,Nikolai Sarkisov,1465,Europe,owner,insurance,True,False,self-made finance,1.1,2014
53,Financial,Russia,Financial Corporation Uralsib,new,RUS,1993,True,0.0,male,Money Management,True,Nikolai Tsvetkov,988,Europe,founder,banking,True,False,self-made finance,1.8,2014
43,Traded Sectors,India,Firestar International,new,IND,1999,True,0.0,male,Consumer,True,Nirav Modi,1372,South Asia,founder,diamond jewelry,True,False,founder non-finance,1.2,2014
52,Financial,United States,GLG Partners,new,USA,1995,True,0.0,male,Hedge funds,True,Noam Gottesman,869,North America,founder,hedge funds,True,False,self-made finance,2.0,2014
68,Traded Sectors,Japan,Suntory,new,JPN,1899,True,0.0,male,Consumer,True,Nobutada Saji,1465,East Asia,relation,brewery,True,False,inherited,1.1,2014
81,Non-Traded Sectors,United States,Braman Enterprises,new,USA,1957,True,0.0,male,"Retail, Restaurant",True,Norman Braman,931,North America,founder,retail,True,False,founder non-finance,1.9,2014
49,Financial,United States,King Street Capital Management,new,USA,1995,True,0.0,male,Hedge funds,True,O. Francis Biondi,1565,North America,founder,hedge funds,True,False,self-made finance,1.0,2014
62,Non-Traded Sectors,Norway,Reitan Group,new,NOR,1972,True,0.0,male,"Retail, Restaurant",True,Odd Reitan,396,Europe,founder,groceries,True,False,founder non-finance,3.8,2014
49,Non-Traded Sectors,Russia,Finstar Financial Group,new,RUS,1995,True,0.0,male,Media,True,Oleg Boyko,1270,Europe,founder,retail,True,False,founder non-finance,1.4,2014
46,Resource Related,Russia,SibAl,new,RUS,1994,True,0.0,male,Mining and metals,True,Oleg Deripaska,208,Europe,founder,aluminum,True,True,privatized and resources,6.5,2014
46,Financial,Russia,Tinkoff Brewery,new,RUS,1990,True,0.0,male,Money Management,True,Oleg Tinkov,1210,Europe,founder,beer,True,False,self-made finance,1.4,2014
84,Non-Traded Sectors,Egypt,Orascom,new,EGY,1950,True,0.0,male,Constrution,True,Onsi Sawiris,731,Middle East/North Africa,founder,construction,True,False,founder non-finance,2.4,2014
60,Non-Traded Sectors,United States,Harpo Productions,new,USA,1986,True,0.0,female,Media,True,Oprah Winfrey,580,North America,"founder, chairwoman, ceo",media,True,False,founder non-finance,2.9,2014
62,Financial,Hong Kong,Kowloon Development,new,HKG,1961,True,0.0,male,Real Estate,True,Or Wai Sheun,869,East Asia,chairman,real estate,True,False,self-made finance,2.0,2014
81,Financial,Morocco,RMA Watanya,new,MAR,1949,True,0.0,male,Money Management,True,Othman Benjelloun,609,Middle East/North Africa,relation,insurance,True,False,inherited,2.8,2014
66,0,Germany,GEA Group,new,DEU,1920,True,0.0,male,Other,True,Otto Happel,483,Europe,relation,food and energy processess,True,False,inherited,3.3,2014
84,Non-Traded Sectors,Ireland,?Shapoorji Pallonji Group,new,IRL,1865,True,0.0,male,Constrution,True,Pallonji Mistry,82,Europe,Relation,construction,True,False,inherited,12.8,2014
44,New Sectors,China,AAC Technologies,new,CHN,1993,True,0.0,male,Technology-Computer,True,Pan Zhengmin,663,East Asia,founder,electronics,True,False,founder non-finance,2.6,2014
58,Traded Sectors,China,Foshan Haitian Flavoring and Food,new,CHN,1720,True,0.0,male,Consumer,True,Pang Kang,687,East Asia,chairman,soy sauce,True,False,executive,2.5,2014
60,New Sectors,India,Cadila Healthcare,new,IND,1952,True,0.0,male,Technology-Medical,True,Pankaj Patel,731,South Asia,relation,pharmaceuticals,True,False,inherited,2.4,2014
51,Financial,Hong Kong,Sociedade de Turismo e Divers?es de Macau,new,HKG,1962,True,0.0,female,Real Estate,True,Pansy Ho,212,East Asia,relation,gaming,True,False,inherited,6.4,2014
-1,Traded Sectors,Italy,Techint,new,ITA,1945,True,0.0,male,Non-consumer industrial,True,Paolo & Gianfelice Mario Rocca,215,Europe,relation,steel,True,False,inherited,6.3,2014
76,Traded Sectors,Italy,Bulgari,new,ITA,1884,True,0.0,male,Consumer,True,Paolo Bulgari,1210,Europe,relation,luxury goods,True,False,inherited,1.4,2014
55,Financial,South Korea,Mirae Asset,new,KOR,1997,True,0.0,male,Money Management,True,Park Hyeon-Joo,1465,East Asia,founder,asset management,True,False,self-made finance,1.1,2014
57,New Sectors,United States,Stryker Corporation,new,USA,1941,True,0.0,female,Technology-Medical,True,Pat Stryker,931,North America,relation,medical supplies,True,False,inherited,1.9,2014
61,Resource Related,Belgium,Eurasion natural Resources Corporation,new,BEL,1994,True,0.0,male,Mining and metals,True,Patokh Chodiev,1046,Europe,founder,metals,True,False,privatized and resources,1.7,2014
52,Resource Related,South Africa,African Rainbow Minerals,new,ZAF,1997,True,0.0,male,Mining and metals,True,Patrice Motsepe,642,Sub-Saharan Africa,founder and executive chairman,mining,True,True,privatized and resources,2.7,2014
59,Resource Related,Chile,Angelini Group,new,CHL,1955,True,0.0,female,Mining and metals,True,Patricia Angelini Rossi,1270,Latin America,relation,forestry and mining,True,False,inherited,1.4,2014
70,Traded Sectors,Chile,CMPC,new,CHL,1920,True,0.0,female,Consumer,True,Patricia Matte,687,Latin America,relation,timber and paper,True,False,inherited,2.5,2014
50,Non-Traded Sectors,France,Altice,new,FRA,1994,True,0.0,male,Media,True,Patrick Drahi,215,Europe,founder,telecommunications,True,False,founder non-finance,6.3,2014
72,Traded Sectors,Hong Kong,Lee & Man Paper Manufacturing,new,HKG,1994,True,0.0,male,Consumer,True,Patrick Lee,663,East Asia,founder,paper,True,False,founder non-finance,2.6,2014
76,Non-Traded Sectors,United States,International Data Goup,new,USA,1964,True,0.0,male,Media,True,Patrick McGovern,244,North America,founder,technology publishing,True,False,founder non-finance,5.7,2014
76,Financial,United States,Aon Corporation,new,USA,1982,True,0.0,male,Money Management,True,Patrick Ryan,1092,North America,founder,risk management,True,False,self-made finance,1.6,2014
62,New Sectors,United States,American Pharmaceutical Partners ,new,USA,1997,True,0.0,male,Technology-Medical,True,Patrick Soon-Shiong,122,North America,founder,healthcare,True,False,founder non-finance,10.0,2014
68,Traded Sectors,Italy,Prada,new,ITA,1913,True,0.0,male,Consumer,True,Patrizio Bertelli,234,Europe,relation,luxury goods,True,False,inherited,6.0,2014
61,New Sectors,United States,Microsoft,new,USA,1975,True,0.0,male,Technology-Computer,True,Paul Allen,56,North America,founder,technology,True,False,founder non-finance,15.9,2014
56,Resource Related,United States,Western Refining,new,USA,1997,True,0.0,male,Energy,True,Paul Foster,1270,North America,founder,oil refining,True,False,privatized and resources,1.4,2014
78,New Sectors,Australia,Ramsay Health Care,new,AUS,1964,True,0.0,male,Technology-Medical,True,Paul Ramsay,551,North America,founder,hospitals,True,False,founder non-finance,3.0,2014
69,Financial,United States,Elliott Associates,new,USA,1977,True,0.0,male,Hedge funds,True,Paul Singer,1154,North America,founder,hedge funds,True,False,self-made finance,1.5,2014
59,Financial,United States,Tudor Investment Corporation,new,USA,1980,True,0.0,male,Hedge funds,True,"Paul Tudor Jones, II.",345,North America,founder,hedge funds,True,False,self-made finance,4.3,2014
80,Financial,United States,Cargill,new,USA,1865,True,0.0,female,Money Management,True,Pauline MacMillan Keinath,305,North America,relation,food processing/commodities,True,False,inherited,4.8,2014
49,Resource Related,Czech Republic,Motoinvest,new,CZE,1995,True,0.0,male,Mining and metals,True,Pavel Tykac,1565,Europe,investor,hostile takeovers,True,False,privatized and resources,1.0,2014
54,Financial,Brazil,Unibanco,new,BRA,1926,True,0.0,male,Money Management,True,Pedro Moreira Salles,580,Latin America,relation,banking,True,False,inherited,2.9,2014
-1,Non-Traded Sectors,United States,Panda Express,new,USA,1973,True,0.0,female,"Retail, Restaurant",True,Peggy Cherng,1270,North America,founder,restaurant,True,False,founder non-finance,1.4,2014
54,Financial,United States,Hyatt,aquired,USA,1957,True,0.0,female,Real Estate,True,Penny Pritzker,764,North America,relation,hotels,True,False,inherited,2.3,2014
24,Financial,Hong Kong,Logan Property Holdings,new,HKG,1996,True,0.0,female,Real Estate,True,Perenna Kei,1284,East Asia,relation,real estate,True,False,inherited,1.3,2014
83,Non-Traded Sectors,United States,Subway,new,USA,1965,True,0.0,male,"Retail, Restaurant",True,Peter Buck,551,North America,founder,restaurant,True,False,founder non-finance,3.0,2014
63,Non-Traded Sectors,Canada,Mattamy Homes,new,CAN,1978,True,0.0,male,Constrution,True,Peter Gilgan,1210,North America,founder,construction,True,False,founder non-finance,1.4,2014
67,Financial,United Kingdom,Hargreaves Lansdown,new,GBR,1981,True,0.0,male,Money Management,True,Peter Hargreaves,396,Europe,founder,financial services,True,False,self-made finance,3.8,2014
71,Financial,United States,"Spear, Leeds & Kellogg",new,USA,1931,True,0.0,male,Diversified financial,True,Peter Kellogg,520,North America,relation,investment banking,True,False,inherited,3.1,2014
60,Financial,Singapore,Wilmar International,new,SGP,1991,True,0.0,male,Diversified financial,True,Peter Lim,763,East Asia,investor,palm oil,True,False,self-made finance,2.4,2014
87,Financial,United States,Blackstone Group,new,USA,1985,True,0.0,male,Money Management,True,Peter Peterson,1046,North America,founder,private equity,True,False,self-made finance,1.7,2014
62,Financial,Indonesia,Golden Eagle Energy,new,IDN,1980,True,0.0,male,Diversified financial,True,Peter Sondakh,609,East Asia,owner,coal,True,False,self-made finance,2.8,2014
54,0,United States,Apollo Group,new,USA,1973,True,0.0,male,Other,True,Peter Sperling,1284,North America,relation,education,True,False,inherited,1.3,2014
46,New Sectors,United States,PayPal,new,USA,1998,True,0.0,male,Technology-Computer,True,Peter Thiel,796,North America,founder,"e-commerce, venture capital",True,False,founder non-finance,2.2,2014
69,Non-Traded Sectors,Germany,Auto-Teile-Unger,new,DEU,1985,True,0.0,male,"Retail, Restaurant",True,Peter Unger,1210,Europe,founder,auto repair,True,False,founder non-finance,1.4,2014
68,Financial,Hong Kong,Worldwide Shipping Group,new,HKG,1955,True,0.0,male,Real Estate,True,Peter Woo,186,East Asia,relation,real estate,True,False,inherited,7.2,2014
49,Financial,Czech Republic,PPF (Prvn? privatizacn? fond),new,CZE,1991,True,0.0,male,Money Management,True,Petr Kellner,106,Europe,founder,investment,True,False,self-made finance,11.0,2014
48,Traded Sectors,Ukraine,Roshen Gropu,privatization,UKR,1993,True,0.0,male,Consumer,True,Petro Poroshenko,1284,Europe,founder,confectionary,True,True,privatized and resources,1.3,2014
51,Financial,Norway,Home Invest,new,NOR,1996,True,0.0,male,Real Estate,True,Petter Stordalen,1210,Europe,founder,real estate,True,False,self-made finance,1.4,2014
45,Financial,Vietnam,Vingroup,new,VNM,1993,True,0.0,male,Real Estate,True,Pham Nhat Vuong,1092,East Asia,founder,real estate,True,False,self-made finance,1.6,2014
76,Traded Sectors,United States,Nike,new,USA,1964,True,0.0,male,Consumer,True,Phil Knight,42,North America,founder,apparel,True,False,founder non-finance,18.4,2014
74,Financial,United States,Circle A Drilling,aquired,USA,1961,True,0.0,male,Diversified financial,True,Philip Anschutz,113,North America,investor,"oil, railroad, investments",True,False,self-made finance,10.4,2014
51,Financial,United States,Harbinger Capital,new,USA,2001,True,0.0,male,Hedge funds,True,Philip Falcone,1565,North America,founder,hedge funds,True,False,self-made finance,1.0,2014
-1,Non-Traded Sectors,United Kingdom,Arcadia,aquired,GBR,1903,True,0.0,male,"Retail, Restaurant",True,Philip Green,663,Europe,owner,fashion retail,True,False,executive,2.6,2014
60,0,Greece,Niarchos Ltd,new,GRC,1952,True,0.0,male,Other,True,Philip Niarchos,687,Europe,relation,shipping,True,False,inherited,2.5,2014
78,Non-Traded Sectors,France,Adecco,aquired,FRA,1996,True,0.0,male,"Retail, Restaurant",True,Philippe Foriel-Destezet,609,Europe,owner,HR consulting,True,False,executive,2.8,2014
77,New Sectors,United States,Opko Health,aquired,USA,1972,True,0.0,male,Technology-Medical,True,Phillip Frost,483,North America,Chairman and Chief Executive Officer,pharmaceuticals,True,False,executive,3.3,2014
64,New Sectors,United States,InterSystems,new,USA,1978,True,0.0,male,Technology-Medical,True,Phillip Ragon,1092,North America,founder,software,True,False,founder non-finance,1.6,2014
78,Financial,United States,New Frontier Hotel and Casino,aquired,USA,1942,True,0.0,male,Real Estate,True,Phillip Ruffin,687,North America,owner,casinos,True,False,self-made finance,2.5,2014
62,Traded Sectors,Italy,Loro Piana,new,ITA,1924,True,0.0,male,Consumer,True,Pier Luigi Loro Piana,1046,Europe,relation,clothing,True,False,inherited,1.7,2014
84,Non-Traded Sectors,France,Sodexo,new,FRA,1960,True,0.0,male,"Retail, Restaurant",True,Pierre Bellon,325,Europe,founder,catering,True,False,founder non-finance,4.6,2014
87,Traded Sectors,France,Goupe Castel,new,FRA,1949,True,0.0,male,Consumer,True,Pierre Castel,166,Europe,founder,beverages,True,False,founder non-finance,8.0,2014
46,New Sectors,United States,Ebay,new,USA,1995,True,0.0,male,Technology-Computer,True,Pierre Omidyar,162,North America,founder and chairman,e-commerce,True,False,founder non-finance,8.2,2014
78,Resource Related,France,Roxane,new,FRA,1990,True,0.0,male,Mining and metals,True,Pierre Papillaud,1092,Europe,founder,bottled water,True,False,privatized and resources,1.6,2014
65,Financial,Oman,Sobha Developers,new,OMN,1995,True,0.0,male,Real Estate,True,PNC Menon,1465,Middle East/North Africa,founder,real estate,True,False,self-made finance,1.1,2014
56,Financial,Hong Kong,Kingston Financial,new,HKG,1992,True,0.0,female,Money Management,True,Pollyanna Chu,1092,East Asia,founder,investment,True,False,self-made finance,1.6,2014
55,Non-Traded Sectors,Cyprus,EasyJet,new,CYP,1995,True,0.0,male,"Retail, Restaurant",True,Polys Haji-Ioannou,988,Europe,owner,airplanes,True,False,executive,1.8,2014
80,Financial,Thailand,Bangkok Dusit Medical Services,new,THA,1969,True,0.0,male,Real Estate,True,Prasert Prasarttong-Osoth,1036,East Asia,founder,hospitals,True,False,self-made finance,1.8,2014
58,Financial,Saudi Arabia,Kingdom Holding Company,new,SAU,1980,True,0.0,male,Diversified financial,True,Prince Alwaleed Bin Talal Alsaud,30,Middle East/North Africa,founder,construction/real estate/banking,True,True,privatized and resources,20.4,2014
60,Traded Sectors,Saudi Arabia,Almarai,new,SAU,1997,True,0.0,male,Consumer,True,Prince Sultan bin Mohammed bin Saud Al Kabeer,446,Middle East/North Africa,founder,dairy,True,True,privatized and resources,3.5,2014
58,Resource Related,Russia,Alfa Group,new,RUS,1989,True,0.0,male,Energy,True,Pyotr Aven,227,Europe,chairman of the board,financial services,True,False,privatized and resources,6.1,2014
64,Traded Sectors,Russia,Silvinit,privatization,RUS,1925,True,0.0,male,Consumer,True,Pyotr Kondrashev,1210,Europe,CEO,fertilizers,True,False,privatized and resources,1.4,2014
43,New Sectors,China,Qihoo,new,CHN,2005,True,0.0,male,Technology-Computer,True,Qi Xiangdong,1442,East Asia,founder,internet company,True,False,founder non-finance,1.2,2014
62,Non-Traded Sectors,China,Zhejiang Semir Garment,new,CHN,1996,True,0.0,male,"Retail, Restaurant",True,Qiu Guanghe,642,East Asia,chairman,retail,True,False,founder non-finance,2.7,2014
50,New Sectors,China,Duyiwei Biological Pharmaceutical,new,CHN,2001,True,0.0,male,Technology-Medical,True,Que Wenbin,1465,East Asia,owner,pharmaceuticals,True,False,executive,1.1,2014
70,Financial,Malaysia,Hong Leong Financial Group,new,MYS,1963,True,0.0,male,Money Management,True,Quek Leng Chan,212,East Asia,founder,financial services,True,False,self-made finance,6.4,2014
73,Financial,Indonesia,Djarum,new,IDN,1951,True,0.0,male,Money Management,True,R Budi Hartono,173,East Asia,relation,tobacco,True,False,self-made finance,7.6,2014
49,Resource Related,Russia,TAIF Group,new,RUS,1995,True,0.0,male,Energy,True,Radik Shaimiev,1465,Europe,owner,oil,True,False,privatized and resources,1.1,2014
42,Financial,Czech Republic,CPI,aquired,CZE,1997,True,0.0,male,Real Estate,True,Radovan Vitek,1210,Europe,founder,real estate,True,False,self-made finance,1.4,2014
55,Non-Traded Sectors,Spain,Ferrovial,new,ESP,1952,True,0.0,male,Constrution,True,Rafael Del Pino y Calvo-Sotelo,466,Europe,relation,construction,True,False,inherited,3.4,2014
-1,0,Switzerland,MSC,new,CHE,1970,True,0.0,female,Other,True,Rafaela Aponte,506,Europe,founder,shipping,True,False,founder non-finance,3.2,2014
38,Traded Sectors,Switzerland,EMS-Chemie,aquired,CHE,1936,True,0.0,female,Non-consumer industrial,True,Rahel Blocher,580,Europe,relation,petrochemicals,True,False,inherited,2.9,2014
75,Traded Sectors,India,Bajaj Group,new,IND,1926,True,0.0,male,Consumer,True,Rahul Bajaj,973,South Asia,relation,automobiles,True,False,inherited,1.9,2014
59,Financial,Singapore,Royal Holdings/RB Capital,new,SGP,1947,True,0.0,male,Real Estate,True,Raj Kumar & Kishin RK,828,East Asia,relation,real estate,True,False,inherited,2.1,2014
53,Financial,India,Lupin,new,IND,1968,True,0.0,male,Other,True,Rakesh Jhunjhunwala,1372,South Asia,investor,pharmaceuticals,True,False,self-made finance,1.2,2014
50,New Sectors,Germany,United Internet,new,DEU,1988,True,0.0,male,Technology-Computer,True,Ralph Dommermuth,354,Europe,founder,internet provider,True,False,founder non-finance,4.2,2014
74,Traded Sectors,United States,Ralph Lauren,new,USA,1967,True,0.0,male,Consumer,True,Ralph Lauren,191,North America,founder,clothing,True,False,founder non-finance,7.0,2014
79,Traded Sectors,Netherlands,Hunter Douglas Group,new,NLD,1919,True,0.0,male,Consumer,True,Ralph Sonnenberg,1046,Europe,relation,architectural products,True,False,inherited,1.7,2014
52,Traded Sectors,United States,Enterprise Products,new,USA,1968,True,0.0,female,Non-consumer industrial,True,Randa Williams,215,North America,relation,natural gas,True,False,inherited,6.3,2014
60,New Sectors,United States,General Injectables and Vaccines/Third Security LLC,new,USA,1984,True,0.0,male,Technology-Medical,True,Randal Kirk,375,North America,founder,biotech investing,True,False,founder non-finance,4.0,2014
41,0,India,Manipal Education & Medical Group,new,IND,1953,True,0.0,male,Other,True,Ranjan Pai,1210,South Asia,relation,education,True,False,inherited,1.4,2014
59,Traded Sectors,India,RJ Corp,new,IND,1960,True,0.0,male,Consumer,True,Ravi Jaipuria,1154,South Asia,relation,soft drinks,True,False,executive,1.5,2014
60,Non-Traded Sectors,India,RP Group,new,IND,1979,True,0.0,male,Constrution,True,Ravi Pillai,988,South Asia,chairman,construction,True,False,executive,1.8,2014
64,Financial,United States,Bridgewater Associates,new,USA,1975,True,0.0,male,Hedge funds,True,Ray Dalio,69,North America,founder,hedge funds,True,False,self-made finance,14.4,2014
72,Traded Sectors,United States,Energy Transfer Partners,aquired,USA,1995,True,0.0,male,Non-consumer industrial,True,Ray Davis,1092,North America,ceo,gas pipeline,True,False,executive,1.6,2014
79,Resource Related,United States,Occidental Petroleum,new,USA,1920,True,0.0,male,Energy,True,Ray Irani,1465,North America,former CEO,oil,True,False,privatized and resources,1.1,2014
71,Resource Related,United States,Hunt Oil. Co,new,USA,1934,True,0.0,male,Energy,True,Ray Lee Hunt,253,North America,relation,oil,True,False,inherited,5.6,2014
60,Non-Traded Sectors,Brazil,Grupo Camargo Correra,new,BRA,1939,True,0.0,female,Constrution,True,Regina de Camargo Pires Oliveira Dias,796,Latin America,relation,construction,True,False,inherited,2.2,2014
46,New Sectors,United States,LinkedIn,new,USA,2002,True,0.0,male,Technology-Computer,True,Reid Hoffman,430,North America,founder,internet,True,False,founder non-finance,3.6,2014
85,Financial,Germany,Deutsche Verm?gensberatung?,new,DEU,1975,True,0.0,male,Money Management,True,Reinfried Pohl,828,Europe,founder,financial services,True,False,self-made finance,2.1,2014
59,New Sectors,United States,Arthrex Inc,new,USA,1981,True,0.0,male,Technology-Medical,True,Reinhold Schmieding,663,North America,founder,medical supplies,True,False,founder non-finance,2.6,2014
78,Traded Sectors,Germany,Adolf Wurth Group,new,DEU,1945,True,0.0,male,Non-consumer industrial,True,Reinhold Wuerth,168,Europe,relation,screws,True,False,executive,7.7,2014
66,Traded Sectors,Austria,L'Occitane,aquired,AUT,1976,True,0.0,male,Consumer,True,Reinold Geiger,1284,Europe,owner,cosmetics,True,False,executive,1.3,2014
52,Traded Sectors,Italy,Moncler,aquired,ITA,1954,True,0.0,male,Consumer,True,Remo Ruffini,1210,Europe,owner,winter jackets,True,False,executive,1.4,2014
63,Non-Traded Sectors,Brazil,Grupo Camargo Correra,new,BRA,1939,True,0.0,female,Constrution,True,Renata de Camargo Nascimento,796,Latin America,relation,construction,True,False,inherited,2.2,2014
62,Traded Sectors,Germany,Benckiser,aquired,DEU,1923,True,0.0,female,Consumer,True,Renate Reimann-Haas,483,Europe,relation,consumer goods,True,False,inherited,3.3,2014
58,Traded Sectors,Italy,Diesel,new,ITA,1978,True,0.0,male,Consumer,True,Renzo Rosso,483,Europe,founder,fashion,True,False,founder non-finance,3.3,2014
58,Non-Traded Sectors,Mexico,Grupo Salinas/Group Elektra,new,MEX,1906,True,0.0,male,"Retail, Restaurant",True,Ricardo Salinas Pliego,160,Latin America,relation,telecommunications,True,False,inherited,8.3,2014
63,Non-Traded Sectors,United Kingdom,Virgin Group,new,GBR,1972,True,0.0,male,Media,True,Richard Branson,281,Europe,founder,media,True,False,founder non-finance,5.0,2014
55,Financial,New Zealand,Chandler Corporation,new,NZL,1986,True,0.0,male,Diversified financial,True,Richard Chandler,641,North America,founder,private equity,True,False,self-made finance,2.8,2014
67,Financial,Taiwan,Advanced Semiconductor Engineering,new,Taiwan,1984,True,0.0,male,Real Estate,True,Richard Chang,1565,East Asia,founder,electronics,True,False,self-made finance,1.0,2014
55,Financial,United States,Chilton Investment Company,new,USA,1992,True,0.0,male,Hedge funds,True,Richard Chilton Jr,1210,North America,founder,investment banking,True,False,self-made finance,1.4,2014
62,Non-Traded Sectors,United Kingdom,Northern & Shell,new,GBR,1974,True,0.0,male,Media,True,Richard Desmond,731,Europe,founder,media,True,False,founder non-finance,2.4,2014
88,Traded Sectors,United States,Amway,new,USA,1959,True,0.0,male,Consumer,True,Richard DeVos,196,North America,founder,consumer goods,True,False,founder non-finance,6.9,2014
74,Resource Related,United Kingdom,Noble Group,new,GBR,1989,True,0.0,male,Mining and metals,True,Richard Elman,1092,Europe,chairman,commodities,True,False,privatized and resources,1.6,2014
66,Traded Sectors,United States,Urban Outfitters,new,USA,1970,True,0.0,male,Consumer,True,Richard Hayne,1154,North America,founder,retail,True,False,founder non-finance,1.5,2014
69,Traded Sectors,United States,Kinder Morgan Energy Partners,new,USA,1997,True,0.0,male,Non-consumer industrial,True,Richard Kinder,130,North America,founder,energy,True,False,founder non-finance,9.5,2014
68,Financial,United States,LeFrack ,new,USA,1883,True,0.0,male,Real Estate,True,Richard LeFrak,227,North America,relation,real estate,True,False,inherited,6.1,2014
47,Non-Traded Sectors,Hong Kong,Cheung Kong,new,HKG,1971,True,0.0,male,Media,True,Richard Li,931,East Asia,relation,real estate,True,False,inherited,1.9,2014
75,Financial,United States,Marriot,new,USA,1927,True,0.0,male,Real Estate,True,Richard Marriott,764,North America,relation,hotels,True,False,inherited,2.3,2014
63,Traded Sectors,Germany,Oetker-Gruppe,new,DEU,1891,True,0.0,male,Consumer,True,Richard Oetker,1078,Europe,relation,retail,True,False,inherited,1.7,2014
75,Financial,United States,,new,USA,1960,True,0.0,male,Real Estate,True,Richard Peery,796,North America,founder,real estate,True,False,self-made finance,2.2,2014
69,Financial,United States,ENSCO International,new,USA,1986,True,0.0,male,Real Estate,True,Richard Rainwater,663,North America,founder,hedge funds,True,False,self-made finance,2.6,2014
81,Financial,United States,Mellon,new,USA,1869,True,0.0,male,Diversified financial,True,Richard Scaife,1203,North America,relation,"banking, oil, aluminum",True,False,inherited,1.5,2014
73,Non-Traded Sectors,United States,Best Buy,new,USA,1966,True,0.0,male,"Retail, Restaurant",True,Richard Schulze,828,North America,founder,retail,True,False,founder non-finance,2.1,2014
70,Traded Sectors,United States,Yuengling,new,USA,1829,True,0.0,male,Consumer,True,"Richard Yuengling, Jr.",1210,North America,relation,beer,True,False,inherited,1.4,2014
61,Non-Traded Sectors,United States,Bechtel Corporation,new,USA,1898,True,0.0,male,Constrution,True,Riley Bechtel,388,North America,relation and chairman,construction,True,False,inherited,3.9,2014
47,Resource Related,Ukraine,System Capital Management Group,,UKR,2000,True,0.0,male,Non-consumer industrial,True,Rinat Akhmetov,88,Europe,founder,industrial manufacturing and banking,True,True,privatized and resources,12.5,2014
62,Traded Sectors,India,Godrej Group,new,IND,1897,True,0.0,male,Consumer,True,Rishad Naoroji,988,South Asia,relation,security,True,False,inherited,1.8,2014
-1,Financial,Singapore,Sino Group,new,SGP,1970,True,0.0,male,Real Estate,True,Robert & Philip Ng,106,East Asia,relation,real estate,True,False,inherited,11.0,2014
66,Resource Related,United States,Sid Richardson Gasoline Co,new,USA,1919,True,0.0,male,Energy,True,Robert Bass,609,North America,relation,oil,True,False,inherited,2.8,2014
49,Financial,United States,Discovery Capital Management,new,USA,1999,True,0.0,male,Hedge funds,True,Robert Citrone,1465,North America,founder,hedge funds,True,False,self-made finance,1.1,2014
61,Resource Related,Philippines,Prudential Guarantee & Assurance,new,PHL,1981,True,0.0,male,Energy,True,Robert Coyiuto Jr,1154,East Asia,relation,"insurancei, power",True,False,inherited,1.5,2014
