automated readability index,average letter per word,average sentence length,average sentence per word,birth,characters,coleman liau index,dale chall readability score,day,death,difficult words,downloads,flesch kincaid grade,flesch reading ease,full,gunning fog,id,linsear write formula,month,month name,name,polarity,polysyllables,rank,sentences,smog index,subjectivity,syllables,title,total,type,url,words,year
12.3,4.74,22.0,0.04,1868,147836,10.51,7.08,1,1950,4635,528,8.3,74.53,"April, 1998",10.8,1280,5.5,4,April,"Masters, Edgar Lee",0.07594229649625198,358,762,1364,3.1,0.4733555945778791,40511.7,Spoon River Anthology,7,Text,https://www.gutenberg.org/ebooks/1280,31172,1998
9.3,4.86,15.0,0.06,1861,230715,10.61,6.38,24,1941,6008,528,6.8,73.17,"August 24, 2010",8.0,33525,3.5,8,August,"Tagore, Rabindranath",0.09375660116024671,1225,763,3038,3.1,0.49749088569922084,65824.2,Stories from Tagore,8,Text,https://www.gutenberg.org/ebooks/33525,47491,2010
13.3,4.82,24.0,0.04,1265,176375,10.97,7.0,5,1321,5030,528,9.1,72.5,"August 5, 2004",11.600000000000001,8795,13.5,8,August,Dante Alighieri,0.11386061975448257,260,764,1517,3.1,0.487794717507692,46422.0,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",6,Text,https://www.gutenberg.org/ebooks/8795,36584,2004
9.2,5.06,13.0,0.07,-106,584777,11.48,6.58,8,-43,16813,527,7.2,66.74,"March 8, 2016",7.2,51403,7.5,3,March,"Cicero, Marcus Tullius",0.14268579388919697,4582,765,8551,3.1,0.5052127835441389,169297.2,"Cicero: Letters to Atticus, Volume III (of 3)",6,Text,https://www.gutenberg.org/ebooks/51403,115638,2016
5.6,4.51,11.0,0.09,1800,34174,7.69,5.32,29,1873,546,525,1.7,102.61,"June 29, 2005",6.4,14640,5.0,6,June,"McGuffey, William Holmes",0.12735286325419187,118,766,653,3.1,0.4672983585548125,8627.4,"McGuffey's First Eclectic Reader, Revised Edition",10,Text,https://www.gutenberg.org/ebooks/14640,7573,2005
12.3,4.72,23.0,0.04,0,336875,10.39,6.51,25,0,7815,525,9.9,65.05,"May 25, 2006",11.200000000000001,18450,8.0,5,May,Unknown,0.10333415461328078,2078,767,3095,3.1,0.4686163690474591,96653.7,Hawaiian Folk Tales: A Collection of Native Legends,8,Text,https://www.gutenberg.org/ebooks/18450,71358,2006
9.5,4.6,18.0,0.05,1865,293271,9.4,6.02,1,1936,6012,525,6.8,78.59,"October, 1999",9.200000000000001,1937,53.0,10,October,"Kipling, Rudyard",0.04883327316258828,644,768,3446,3.1,0.44836859459889966,80476.2,The Second Jungle Book,6,Text,https://www.gutenberg.org/ebooks/1937,63730,1999
8.1,4.6,15.0,0.06,1859,272373,9.1,5.85,1,1930,5502,524,5.6,81.63,"February, 2002",8.0,3070,8.5,2,February,"Doyle, Arthur Conan",0.0670261522512151,1307,769,3769,3.1,0.49565361727072155,78099.3,The Hound of the Baskervilles,8,Text,https://www.gutenberg.org/ebooks/3070,59192,2002
23.4,4.89,43.0,0.02,46,3616766,11.97,2.8,1,119,31379,524,17.7,44.75,"January 1, 1517",19.200000000000003,674,18.5,1,January,Plutarch,0.14230231450941924,24502,770,16998,8.8,0.49803435919770667,1059746.4,Plutarch: Lives of the noble Grecians and Romans,6,Text,https://www.gutenberg.org/ebooks/674,740378,1517
9.9,4.72,18.0,0.05,1862,4907,10.1,5.64,11,1940,73,523,5.6,87.05,"April 11, 2006",9.200000000000001,18155,6.0,4,April,"Brooke, L. Leslie (Leonard Leslie)",-0.013368794326241103,30,771,57,3.1,0.4726684397163121,1258.2,The Story of the Three Little Pigs,7,Text,https://www.gutenberg.org/ebooks/18155,1039,2006
16.2,5.25,25.0,0.04,1841,288178,13.47,6.87,1,1931,6930,522,13.0,46.1,"January 1, 1895",12.0,445,4.5,1,January,"Le Bon, Gustave",0.09898743254048696,3936,772,2124,8.8,0.48773040467754697,86414.4,The Crowd: A Study of the Popular Mind,6,Text,https://www.gutenberg.org/ebooks/445,54919,1895
8.2,5.33,9.0,0.11,0,27708,11.86,7.28,21,0,1053,522,4.4,79.26,"February 21, 2016",5.6000000000000005,51256,5.5,2,February,"Fetler, Andrew",0.07762007075557498,144,773,570,3.1,0.42921459492888037,7484.4,The Cool War,8,Text,https://www.gutenberg.org/ebooks/51256,5201,2016
13.7,5.01,23.0,0.04,-750,872233,12.07,6.28,5,-650,16551,521,8.7,73.51,"August 5, 2005",11.200000000000001,16452,11.0,8,August,Homer,0.13454782419134345,3525,774,7542,3.1,0.5301961470271083,231075.0,The Iliad of Homer: Translated into English Blank Verse by William Cowper,8,Text,https://www.gutenberg.org/ebooks/16452,174002,2005
12.4,4.68,23.0,0.04,1380,290060,10.16,6.02,1,1471,4892,520,8.7,73.51,"January 1, 1422",11.200000000000001,1653,7.0,1,January,"Thomas, a Kempis",0.21862230313048123,1352,775,2632,3.1,0.5629650248761386,82431.9,The Imitation of Christ,7,Text,https://www.gutenberg.org/ebooks/1653,62007,1422
6.4,4.41,14.0,0.07,1841,142498,7.71,5.49,23,1925,2377,519,4.0,91.11,"May 23, 2006",7.6000000000000005,18442,19.0,5,May,"Baldwin, James",0.16143717472002866,219,776,2272,3.1,0.5367264059398374,39082.5,Fifty Famous Stories Retold,8,Text,https://www.gutenberg.org/ebooks/18442,32289,2006
10.1,4.85,17.0,0.06,0,275211,10.55,6.28,6,0,6451,519,6.4,79.6,"October 6, 2006",8.8,19481,14.5,10,October,Unknown,0.15251314359664556,841,777,3281,3.1,0.5025945438355118,71472.6,"""Everyman,"" with other interludes, including eight miracle plays",9,Text,https://www.gutenberg.org/ebooks/19481,56715,2006
14.3,5.56,18.0,0.05,0,30965,14.97,8.03,28,0,1235,519,9.1,61.67,"February 28, 2016",9.200000000000001,51317,8.5,2,February,Anonymous,0.02511001082251085,351,778,293,8.8,0.311151858558108,8486.1,The Fight Against Lynching: Anti-Lynching Work of the National Association for the Advancement of Colored People for the Year Nineteen Eighteen,9,Text,https://www.gutenberg.org/ebooks/51317,5565,2016
9.0,4.6,17.0,0.06,0,1112426,9.1,1.62,18,0,11853,518,6.4,79.6,"June 18, 2004",8.8,12655,9.0,6,June,Popular Mechanics Company,0.05190455560025698,6045,779,13859,3.1,0.43751110075402544,314069.4,The Boy Mechanic: Volume 1: 700 Things for Boys to Do,10,Text,https://www.gutenberg.org/ebooks/12655,242015,2004
8.3,4.64,15.0,0.06,0,580220,9.34,5.95,4,0,12427,518,5.6,81.63,"June 4, 2005",8.0,2038,6.0,6,June,Unknown,0.0748020447725204,2812,780,7923,3.1,0.4856628497912022,166939.2,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,9,Text,https://www.gutenberg.org/ebooks/2038,125114,2005
8.8,4.87,14.0,0.07,0,157763,10.37,6.18,2,0,3800,518,5.2,82.65,"March 2, 2016",7.6000000000000005,51343,4.0,3,March,"Matthews, Stanley R.",0.08149703414241341,533,781,2216,3.1,0.46280786817101777,43237.8,"Motor Matt's Reverse: or, Caught in a Losing Cause",8,Text,https://www.gutenberg.org/ebooks/51343,32368,2016
9.2,4.67,17.0,0.06,1821,552879,9.51,5.88,5,1881,10485,517,7.6,71.14,"May 5, 2011",8.8,36034,8.0,5,May,"Dostoyevsky, Fyodor",0.08991930319120311,3243,782,6828,3.1,0.5228010014502227,160288.2,"White Nights and Other Stories: The Novels of Fyodor Dostoevsky, Volume X",8,Text,https://www.gutenberg.org/ebooks/36034,118405,2011
11.8,4.63,22.0,0.04,20,89032,9.87,6.92,22,66,2669,517,8.3,74.53,"May 22, 2004",10.8,5219,8.0,5,May,Petronius Arbiter,0.10181995578452943,362,783,843,3.1,0.4932589862774186,25479.9,The Satyricon  Volume 02: Dinner of Trimalchio,7,Text,https://www.gutenberg.org/ebooks/5219,19213,2004
6.8,5.07,8.0,0.11,1925,28031,10.35,6.41,13,1980,832,515,2.9,88.74,"March 13, 2016",5.2,51433,5.0,3,March,"Neville, Kris",0.040068695843018504,103,784,633,3.1,0.49734987986835283,7305.3,Hunt the Hunter,8,Text,https://www.gutenberg.org/ebooks/51433,5524,2016
11.3,4.79,20.0,0.05,1775,3720159,10.5,1.66,25,1817,33092,514,8.7,68.1,"January 25, 2010",10.0,31100,29.0,1,January,"Austen, Jane",0.1422975167076866,25224,785,38194,3.1,0.5317648296850239,1079247.6,The Complete Project Gutenberg Works of Jane Austen: A Linked Index of all PG Editions of Jane Austen,6,Text,https://www.gutenberg.org/ebooks/31100,777121,2010
16.3,5.01,28.0,0.04,1875,51223,12.07,7.66,17,1926,1709,513,11.8,59.98,"January 17, 2012",13.200000000000001,38594,20.0,1,January,"Rilke, Rainer Maria",0.1268570039042375,285,786,362,3.1,0.49956476109137765,14119.2,Poems,8,Text,https://www.gutenberg.org/ebooks/38594,10230,2012
8.0,4.91,12.0,0.08,0,54431,10.31,6.55,21,0,1630,513,4.4,84.68,"February 21, 2016",6.800000000000001,51273,6.5,2,February,"Anvil, Christopher",0.019978024563016592,257,787,879,3.1,0.46156338206497466,14952.6,Advance Agent,8,Text,https://www.gutenberg.org/ebooks/51273,11079,2016
16.2,5.31,25.0,0.04,1863,1686496,13.81,6.06,14,1952,23866,512,13.0,46.1,"February 14, 2005",12.0,15000,6.5,2,February,"Santayana, George",0.13461651034901076,23009,788,12555,8.8,0.5098036613943464,513038.7,The Life of Reason: The Phases of Human Progress,9,Text,https://www.gutenberg.org/ebooks/15000,317450,2005
10.7,5.11,16.0,0.06,1828,738533,12.06,6.04,1,1905,14773,511,7.2,72.16,"January 1, 1870",8.4,2488,6.0,1,January,"Verne, Jules",0.08302148404156265,4730,789,8940,3.1,0.4781636148509944,208071.0,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,6,Text,https://www.gutenberg.org/ebooks/2488,144604,1870
11.2,5.2,16.0,0.06,1564,128897,12.58,6.64,1,1593,3466,510,6.0,80.62,"November, 1997",8.4,1094,5.0,11,November,"Marlowe, Christopher",0.1583532907991535,402,790,1526,3.1,0.5455780288177369,33333.3,Tamburlaine the Great  Part 1,7,Text,https://www.gutenberg.org/ebooks/1094,24765,1997
11.8,5.59,13.0,0.07,1832,313684,14.55,5.53,5,1898,4455,510,3.6,92.12,"May 5, 2009",7.2,28696,13.0,5,May,"Carroll, Lewis",0.07666183182052325,2063,791,4045,3.1,0.46631190835325986,69408.0,Symbolic Logic,8,Text,https://www.gutenberg.org/ebooks/28696,56160,2009
8.0,5.21,9.0,0.1,1828,149464,11.46,5.8,1,1906,3121,510,3.3,87.72,"May, 2003",5.6000000000000005,4070,11.0,5,May,"Ibsen, Henrik",0.07363803377080269,524,792,2920,3.1,0.5092071055972305,37348.2,The Master Builder,7,Text,https://www.gutenberg.org/ebooks/4070,28713,2003
12.3,4.84,21.0,0.05,1842,39817,10.79,7.34,3,1881,1389,509,7.9,75.54,"March 3, 2016",10.4,51346,4.5,3,March,"Lanier, Sidney",0.13936223989254276,172,793,378,3.1,0.5041435832218659,10667.7,Poem Outlines,7,Text,https://www.gutenberg.org/ebooks/51346,8232,2016
15.0,5.11,24.0,0.04,1809,557040,12.65,6.19,1,1882,9381,508,11.5,55.58,"March, 1998",11.600000000000001,1227,8.5,3,March,"Darwin, Charles",0.06499134286152958,4990,794,4420,8.8,0.4664115628097054,160755.3,The Expression of the Emotions in Man and Animals,8,Text,https://www.gutenberg.org/ebooks/1227,108949,1998
6.0,4.75,10.0,0.1,1828,125711,8.79,5.56,29,1906,2390,508,3.7,86.71,"March 29, 2005",6.0,15492,3.5,3,March,"Ibsen, Henrik",0.02778539327600929,377,795,2627,3.1,0.5796285515855477,33739.2,A Doll's House,7,Text,https://www.gutenberg.org/ebooks/15492,26487,2005
18.8,5.24,31.0,0.03,1795,419819,13.7,7.96,1,1881,14156,507,14.2,48.47,"September, 1997",14.4,1051,19.0,9,September,"Carlyle, Thomas",0.09288454489808681,4111,796,2582,8.8,0.48799389152656836,120520.8,Sartor Resartus: The Life and Opinions of Herr Teufelsdrckh,7,Text,https://www.gutenberg.org/ebooks/1051,80184,1997
13.4,5.34,19.0,0.05,1866,197157,13.69,6.75,4,1925,5088,506,8.3,69.11,"July 4, 2006",9.600000000000001,11000,9.0,7,July,"Clay, Albert Tobias",0.06174681603589338,1657,797,1912,3.1,0.42854842149029204,53425.8,An Old Babylonian Version of the Gilgamesh Epic,6,Text,https://www.gutenberg.org/ebooks/11000,36952,2006
10.3,4.89,17.0,0.06,1835,571703,10.79,6.01,13,1919,11297,505,7.6,71.14,"March 13, 2006",8.8,17976,14.0,3,March,"Carnegie, Andrew",0.16792223990467164,4130,798,6692,3.1,0.4858677640257155,164034.9,Autobiography of Andrew Carnegie,8,Text,https://www.gutenberg.org/ebooks/17976,116938,2006
8.5,4.83,14.0,0.07,1685,99115,10.14,6.55,13,1732,2879,503,5.2,82.65,"April 13, 2008",7.6000000000000005,25063,4.5,4,April,"Gay, John",0.18180384782813888,331,799,1431,3.1,0.5646924413166461,26753.4,The Beggar's Opera; to Which is Prefixed the Musick to Each Song,12,Text,https://www.gutenberg.org/ebooks/25063,20514,2008
18.8,4.7,36.0,0.03,1819,346156,10.57,6.81,24,1900,6475,503,15.0,51.86,"October 24, 2009",16.400000000000002,30325,8.5,10,October,"Ruskin, John",0.12127883544444025,2272,800,2042,8.8,0.49537386738179534,101190.6,"The Elements of Drawing, in Three Letters to Beginners",7,Text,https://www.gutenberg.org/ebooks/30325,73717,2009
7.4,4.71,13.0,0.07,1860,608632,9.45,5.68,1,1938,11472,502,4.8,83.66,"May, 1998",7.2,1298,13.5,5,May,"Wister, Owen",0.09713736958517312,2116,801,9653,3.1,0.47803747211148445,169119.9,The Virginian: A Horseman of the Plains,6,Text,https://www.gutenberg.org/ebooks/1298,129298,1998
14.9,5.11,24.0,0.04,56,249362,12.65,7.3,1,117,7654,502,11.5,55.58,"February, 2005",11.600000000000001,7524,7.0,2,February,"Tacitus, Cornelius",0.10412632269731245,2099,802,1990,8.8,0.4594809276293613,71808.3,The Germany and the Agricola of Tacitus,8,Text,https://www.gutenberg.org/ebooks/7524,48789,2005
16.9,4.9,30.0,0.03,1737,95718,11.73,7.65,1,1809,3123,501,13.8,49.49,"February, 2003",14.0,3755,5.5,2,February,"Paine, Thomas",0.0854058966046603,800,803,641,8.8,0.4497163136509274,28330.2,Common Sense,7,Text,https://www.gutenberg.org/ebooks/3755,19521,2003
15.3,4.75,28.0,0.03,1694,1382425,10.86,6.09,12,1773,19660,500,11.8,59.98,"October 12, 2004",13.200000000000001,3361,10.5,10,October,"Chesterfield, Philip Dormer Stanhope, Earl of",0.1531343137768362,10005,804,10107,3.1,0.5085491005285964,407355.3,"Letters to His Son, Complete: On the Fine Art of Becoming a Man of the World and a Gentleman",6,Text,https://www.gutenberg.org/ebooks/3361,291127,2004
7.2,4.93,10.0,0.09,0,23251,10.13,6.52,20,0,712,500,3.7,86.71,"February 20, 2016",6.0,51255,5.5,2,February,"Ellanby, Boyd",0.015901539838940937,93,805,440,3.1,0.5052707454289733,6337.8,Chain Reaction,8,Text,https://www.gutenberg.org/ebooks/51255,4718,2016
9.7,4.56,19.0,0.05,0,483715,9.17,5.84,14,0,8485,499,7.2,77.57,"March 14, 2016",9.600000000000001,51448,4.0,3,March,"Cook, John R.",0.06753961771625394,1761,806,5480,3.1,0.3900972661048646,137519.1,The Border and the Buffalo: An Untold Story of the Southwest Plains,7,Text,https://www.gutenberg.org/ebooks/51448,106053,2016
10.3,5.06,15.0,0.06,1896,625494,11.77,6.28,1,1940,14901,499,6.8,73.17,"February, 2006",8.0,9830,19.0,2,February,"Fitzgerald, F. Scott (Francis Scott)",0.061224919865318805,4728,807,7777,3.1,0.5061916891059333,177029.1,The Beautiful and Damned,9,Text,https://www.gutenberg.org/ebooks/9830,123560,2006
6.9,4.61,13.0,0.08,1854,252052,8.57,5.89,1,1900,5558,497,4.8,83.66,"May, 2003",7.2,4078,52.0,5,May,"Wilde, Oscar",0.06408950066457991,1185,808,4115,3.1,0.5523969925916752,72519.3,The Picture of Dorian Gray,8,Text,https://www.gutenberg.org/ebooks/4078,54616,2003
13.8,4.83,24.0,0.04,1706,17389,11.03,7.66,1,1790,646,497,9.1,72.5,"October 1, 2013",11.600000000000001,43855,5.0,10,October,"Franklin, Benjamin",0.10713288279119008,89,809,144,3.1,0.5135136632785536,4815.0,"Franklin's Way to Wealth: or, 'Poor Richard Improved'",8,Text,https://www.gutenberg.org/ebooks/43855,3597,2013
6.8,4.63,12.0,0.08,1862,9560,8.69,6.82,1,1910,338,497,4.4,84.68,"January, 2005",6.800000000000001,7256,4.0,1,January,"Henry, O.",0.141650867733457,40,810,161,3.1,0.5055745808424384,2690.1,The Gift of the Magi,7,Text,https://www.gutenberg.org/ebooks/7256,2063,2005
4.9,4.7,8.0,0.12,1836,126930,7.91,0.4,14,1902,0,496,-12.5,198.72,"August 14, 2005",5.2,16527,3.5,8,August,"Rachinskii, Sergei Aleksandrovich",0.25,0,811,3209,3.1,1.0,0.9,1001    ,7,Text,https://www.gutenberg.org/ebooks/16527,27030,2005
13.0,4.89,22.0,0.04,0,775097,11.38,6.17,6,0,14446,493,9.5,66.07,"March 6, 2016",10.8,51374,5.0,3,March,"Ferguson, S. C.",0.17697757970999542,6448,812,6961,3.1,0.5282491963901849,229402.8,The Golden Gems of Life: Gathered Jewels for the Home Circle,7,Text,https://www.gutenberg.org/ebooks/51374,158526,2016
5.8,4.86,8.0,0.12,1936,38809,8.84,6.3,14,0,1149,491,2.9,88.74,"March 14, 2016",5.2,51445,6.0,3,March,"Purdom, Tom",0.07900105155230819,133,813,923,3.1,0.4731788469222326,10403.1,Sordman the Protector,8,Text,https://www.gutenberg.org/ebooks/51445,7989,2016
8.3,4.63,15.0,0.06,1874,1201159,9.28,5.38,6,1965,16344,490,5.6,81.63,"May 6, 2008",8.0,351,4.0,5,May,"Maugham, W. Somerset (William Somerset)",0.07034892536625358,5672,814,16316,3.1,0.5107271252332691,341277.3,Of Human Bondage,6,Text,https://www.gutenberg.org/ebooks/351,259443,2008
9.3,4.47,19.0,0.05,0,329626,8.65,5.59,3,0,4736,489,7.2,77.57,"March 3, 2004",9.600000000000001,11417,7.5,3,March,"Marie, Queen of Rumania",0.2107104691606505,537,815,3825,3.1,0.5746695154300446,92768.4,French Mediaeval Romances from the Lays of Marie de France,8,Text,https://www.gutenberg.org/ebooks/11417,73791,2004
17.4,5.25,28.0,0.04,1848,312655,13.47,7.86,14,1907,10684,489,13.0,51.52,"May 14, 2004",13.200000000000001,12341,26.0,5,May,"Huysmans, J.-K. (Joris-Karl)",0.057992504982762164,3058,816,2106,8.8,0.5193248874219464,91548.0,Against the Grain,7,Text,https://www.gutenberg.org/ebooks/12341,59501,2004
10.0,4.87,16.0,0.06,1812,239594,10.67,6.87,28,1889,7591,489,6.0,80.62,"July 28, 2005",8.4,16376,5.5,7,July,"Browning, Robert",0.1285389954610535,898,817,2906,3.1,0.4722392079223402,63913.5,Browning's Shorter Poems,8,Text,https://www.gutenberg.org/ebooks/16376,49170,2005
6.3,4.93,8.0,0.11,1928,52070,9.54,6.31,25,1982,1520,489,2.9,88.74,"May 25, 2010",5.2,32522,3.5,5,May,"Dick, Philip K.",0.04973266596754502,219,818,1177,3.1,0.41743694337696313,14153.4,Mr. Spaceship,8,Text,https://www.gutenberg.org/ebooks/32522,10562,2010
7.9,4.97,11.0,0.08,0,38365,10.66,6.84,21,0,1300,488,5.2,77.23,"February 21, 2016",6.4,51274,4.5,2,February,"Bade, William L.",0.07569219316514489,248,819,649,3.1,0.43404886196903003,10570.5,Ambition,8,Text,https://www.gutenberg.org/ebooks/51274,7720,2016
9.3,4.88,15.0,0.06,1875,552249,10.73,5.98,1,1950,11441,487,6.8,73.17,"November, 1999",8.0,1965,1.5,11,November,"Sabatini, Rafael",0.058282885171534723,3255,820,7345,3.1,0.4910771779799587,156525.3,Captain Blood,7,Text,https://www.gutenberg.org/ebooks/1965,113152,1999
14.5,6.75,8.0,0.12,0,495674,19.8,6.93,2,0,13451,487,2.9,88.74,"January 2, 2011",5.2,34815,6.0,1,January,Unknown,0.08034192596692613,4172,821,8846,3.1,0.33511286295069975,95225.4,Jane's All the World's Aircraft. 1913,8,Text,https://www.gutenberg.org/ebooks/34815,73423,2011
13.4,5.03,22.0,0.04,1842,391785,12.19,6.69,12,1904,9678,487,10.7,57.61,"March 12, 2016",10.8,51418,3.5,3,March,"Vereshchagin, Vasilii Vasilevich",0.06800440554784958,2869,822,3480,3.1,0.4640113191434833,113021.1,"""1812"" Napoleon I in Russia",7,Text,https://www.gutenberg.org/ebooks/51418,77864,2016
14.6,4.93,25.0,0.04,1809,1013480,11.61,6.14,1,1882,16512,487,10.7,63.02,"June, 1997",12.0,944,11.0,6,June,"Darwin, Charles",0.09148821504963213,7968,823,7998,3.1,0.46567583983367417,297199.8,The Voyage of the Beagle,7,Text,https://www.gutenberg.org/ebooks/944,205655,1997
7.7,4.89,12.0,0.08,1879,531013,10.19,5.93,1,1970,11698,486,5.6,76.22,"November, 2001",6.800000000000001,2891,5.0,11,November,"Forster, E. M. (Edward Morgan)",0.07356223902588506,2485,824,8872,3.1,0.5070000840149904,146719.8,Howards End,7,Text,https://www.gutenberg.org/ebooks/2891,108676,2001
12.0,4.89,20.0,0.05,0,414673,11.08,7.01,11,0,12817,486,8.7,68.1,"December 11, 2011",10.0,38280,6.0,12,December,Unknown,0.12332106363457924,3314,825,4063,3.1,0.48810731519440814,120670.2,Modern Essays,9,Text,https://www.gutenberg.org/ebooks/38280,84843,2011
15.7,4.81,28.0,0.03,1561,254896,11.21,7.24,1,1626,7449,486,11.8,59.98,"June, 1996",13.200000000000001,575,19.0,6,June,"Bacon, Francis",0.18285578106272385,1608,826,1832,3.1,0.523910305370067,74285.1,"The Essays or Counsels, Civil and Moral",7,Text,https://www.gutenberg.org/ebooks/575,53007,1996
16.9,4.94,30.0,0.03,1783,634742,11.96,6.98,1,1859,15117,485,12.6,57.95,"August, 2000",14.0,2048,28.0,8,August,"Irving, Washington",0.12081327056114714,4933,827,4253,8.8,0.48880341519998,185427.9,The Sketch-Book of Geoffrey Crayon,7,Text,https://www.gutenberg.org/ebooks/2048,128395,2000
12.5,4.78,22.0,0.04,1874,287275,10.74,6.75,1,1936,7710,484,9.5,66.07,"April, 1999",10.8,1717,29.0,4,April,"Chesterton, G. K. (Gilbert Keith)",0.07178302884992178,2644,828,2640,8.8,0.4863486550279686,86892.3,What's Wrong with the World,6,Text,https://www.gutenberg.org/ebooks/1717,60066,1999
15.4,4.98,26.0,0.04,1516,1313898,11.9,6.19,25,1587,21045,484,11.1,62.01,"August 25, 2007",12.4,22400,30.0,8,August,"Foxe, John",0.08334225729256706,9945,829,9837,8.8,0.46701749254107433,380135.7,"Fox's Book of Martyrs: Or A History of the Lives, Sufferings, and Triumphant; Deaths of the Primitive Protestant Martyrs",8,Text,https://www.gutenberg.org/ebooks/22400,263862,2007
10.0,5.25,13.0,0.07,1564,167162,12.58,6.65,10,1616,4772,484,4.8,83.66,"January 10, 2009",7.2,27761,5.5,1,January,"Shakespeare, William",0.1413975814238429,570,830,2386,3.1,0.5334191918099934,41687.1,"Hamlet, Prince of Denmark",8,Text,https://www.gutenberg.org/ebooks/27761,31823,2009
18.3,4.17,40.0,0.02,1877,821706,7.79,2.54,9,1918,6981,483,14.2,64.72,"January 9, 2004",18.0,10662,26.0,1,January,"Hodgson, William Hope",0.14868612577409168,1458,831,4901,3.1,0.5432977426414309,239606.1,The Night Land,6,Text,https://www.gutenberg.org/ebooks/10662,197075,2004
11.6,4.7,21.0,0.05,1812,99041,9.98,7.1,9,1870,3227,483,9.1,67.08,"March 9, 2013",10.4,1289,6.5,3,March,"Dickens, Charles",0.07190042841092642,657,832,970,3.1,0.4723569235823697,28866.6,Three Ghost Stories,6,Text,https://www.gutenberg.org/ebooks/1289,21066,2013
5.7,4.87,8.0,0.12,1928,38008,8.89,6.26,14,1982,1102,483,2.9,88.74,"October 14, 2009",5.2,30255,5.0,10,October,"Dick, Philip K.",0.06457596013807312,131,833,922,3.1,0.45014969550573203,10189.8,The Skull,6,Text,https://www.gutenberg.org/ebooks/30255,7812,2009
16.1,4.69,30.0,0.03,1858,48751,10.51,7.46,29,1916,1534,483,12.6,57.95,"February 29, 2016",14.0,51334,5.5,2,February,"Hill, John A. (John Alexander)",0.10141019099684441,337,834,336,8.8,0.5336613180238673,14367.6,The Story of Elizabeth Canning Considered,7,Text,https://www.gutenberg.org/ebooks/51334,10390,2016
9.6,4.82,16.0,0.06,1882,655337,10.38,5.8,12,1941,11835,482,7.2,72.16,"January 12, 2006",8.4,144,13.0,1,January,"Woolf, Virginia",0.08292245803351996,3208,835,8150,3.1,0.49767984688045314,183927.6,The Voyage Out,7,Text,https://www.gutenberg.org/ebooks/144,136016,2006
26.1,4.61,51.0,0.02,0,371394,10.35,7.47,21,0,6644,482,20.8,36.63,"February 21, 2006",22.400000000000002,1666,14.0,2,February,Apuleius,0.16956594114985257,1281,836,1559,3.1,0.5349162318413028,109950.3,The Golden Asse,7,Text,https://www.gutenberg.org/ebooks/1666,80581,2006
12.5,4.76,22.0,0.04,0,227069,10.62,6.57,27,1163,5565,482,9.5,66.07,"April 27, 2011",10.8,35977,3.5,4,April,Heloise,0.1260984354024401,1413,837,2079,3.1,0.5583840755560185,66871.8,"Letters of Abelard and Heloise: To which is prefix'd a particular account of their lives, amours, and misfortunes",7,Text,https://www.gutenberg.org/ebooks/35977,47674,2011
15.4,5.08,25.0,0.04,1870,600723,12.48,6.28,31,1952,10516,482,11.9,54.56,"May 31, 2012",12.0,39863,12.0,5,May,"Montessori, Maria",0.12238194753972871,6521,838,4570,8.8,0.48735885015369124,175430.7,The Montessori Method: Scientific Pedagogy as Applied to Child Education in 'The Children's Houses' with Additions and Revisions by the Author,7,Text,https://www.gutenberg.org/ebooks/39863,118351,2012
12.2,5.19,18.0,0.05,1823,1034461,12.82,6.92,7,1900,30157,482,5.6,87.05,"March 7, 2016",9.200000000000001,51389,6.0,3,March,"Muller, F. Max (Friedrich Max)",0.05266262012845208,3039,839,10914,3.1,0.4034631806309031,245326.5,"The German Classics from the Fourth to the Nineteenth Century, Vol. 1 (of 2)",6,Text,https://www.gutenberg.org/ebooks/51389,199486,2016
10.8,4.89,18.0,0.05,1882,812422,11.08,5.83,1,1941,13662,481,7.9,70.13,"March, 1998",9.200000000000001,1245,17.5,3,March,"Woolf, Virginia",0.09658642284740927,5127,840,9032,3.1,0.5055298212462686,232335.9,Night and Day,7,Text,https://www.gutenberg.org/ebooks/1245,166200,1998
13.7,5.02,23.0,0.04,1804,421010,12.13,6.72,5,1864,10324,481,9.9,65.05,"May 5, 2008",11.200000000000001,25344,4.5,5,May,"Hawthorne, Nathaniel",0.08795711497479257,3315,841,3644,3.1,0.49797372095211556,120875.4,The Scarlet Letter,8,Text,https://www.gutenberg.org/ebooks/25344,83817,2008
9.9,4.87,16.0,0.06,1868,356919,10.67,5.83,1,1927,6481,480,7.2,72.16,"March, 1999",8.4,1685,13.5,3,March,"Leroux, Gaston",0.07345189135831416,2647,842,4362,3.1,0.47604070314064406,102702.6,The Mystery of the Yellow Room,7,Text,https://www.gutenberg.org/ebooks/1685,73251,1999
20.9,4.99,37.0,0.03,-100,798061,12.25,6.7,9,-44,12447,478,15.4,50.84,"January 9, 2004",16.8,10657,13.5,1,January,"Caesar, Julius",0.12410392918942957,5173,843,4240,8.8,0.454345734069688,229664.7,"""De Bello Gallico"" and Other Commentaries",7,Text,https://www.gutenberg.org/ebooks/10657,159795,2004
