Attendance,Capacity,Day,Full,Gross,Gross Potential,Month,Name,Performances,Theatre,Type,Year
10876,96,13,03/13/2011,874497,66,3,Billy Elliot: The Musical,8,Imperial,Musical,2011
3826,90,13,03/13/2011,284359,54,3,Catch Me If You Can,0,Neil Simon,Musical,2011
6822,79,13,03/13/2011,517529,54,3,Chicago,8,Ambassador,Musical,2011
4131,73,13,03/13/2011,337753,50,3,Driving Miss Daisy,7,Golden,Play,2011
4552,82,13,03/13/2011,322961,60,3,Ghetto Klown,0,Lyceum,Play,2011
5118,98,13,03/13/2011,361731,61,3,Good People,8,Friedman,Play,2011
9636,97,13,03/13/2011,764809,65,3,How To Succeed In Business Without Really Trying '11,0,Al Hirschfeld,Musical,2011
8886,90,13,03/13/2011,962541,82,3,Jersey Boys,8,August Wilson,Musical,2011
3053,99,13,03/13/2011,345677,105,3,Kathy Griffin Wants A Tony,3,Belasco,Special,2011
4496,53,13,03/13/2011,325044,36,3,La Cage Aux Folles '10,8,Longacre,Musical,2011
4258,67,13,03/13/2011,260959,36,3,Lombardi,8,Circle In The Square,Play,2011
9219,77,13,03/13/2011,703222,51,3,Mamma Mia!,8,Winter Garden,Musical,2011
11849,82,13,03/13/2011,845677,61,3,Mary Poppins,8,New Amsterdam,Musical,2011
10414,89,13,03/13/2011,797763,67,3,Memphis,8,Shubert,Musical,2011
5461,56,13,03/13/2011,380196,34,3,Million Dollar Quartet,8,Nederlander,Musical,2011
11760,87,13,03/13/2011,745155,51,3,Priscilla Queen Of The Desert,0,Palace,Musical,2011
5966,70,13,03/13/2011,373443,41,3,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
14916,97,13,03/13/2011,1360683,69,3,Spider-Man Turn Off The Dark,0,Foxwoods,Musical,2011
7413,87,13,03/13/2011,683847,62,3,That Championship Season,8,Jacobs,Play,2011
8911,73,13,03/13/2011,721811,51,3,The Addams Family,8,Lunt-Fontanne,Musical,2011
7548,101,13,03/13/2011,652285,76,3,The Book Of Mormon,0,Eugene O'Neill,Musical,2011
4885,83,13,03/13/2011,353754,52,3,The Importance Of Being Earnest,8,American Airlines,Play,2011
12868,96,13,03/13/2011,1498910,98,3,The Lion King,8,Minskoff,Musical,2011
11720,91,13,03/13/2011,842162,62,3,The Phantom Of The Opera,8,Majestic,Musical,2011
14472,100,13,03/13/2011,1545232,99,3,Wicked,8,Gershwin,Musical,2011
8799,64,20,03/20/2011,510458,34,3,American Idiot,8,St. James,Musical,2011
8032,98,20,03/20/2011,539509,55,3,Anything Goes '11,0,Stephen Sondheim,Musical,2011
7426,90,20,03/20/2011,428585,50,3,Arcadia '11,4,Ethel Barrymore,Play,2011
8060,74,20,03/20/2011,637756,51,3,Bengal Tiger At The Bagdhad Zoo,0,Richard Rodgers,Play,2011
11332,100,20,03/20/2011,974433,73,3,Billy Elliot: The Musical,8,Imperial,Musical,2011
9507,96,20,03/20/2011,602935,52,3,Catch Me If You Can,0,Neil Simon,Musical,2011
7662,89,20,03/20/2011,615208,65,3,Chicago,8,Ambassador,Musical,2011
4875,87,20,03/20/2011,401857,59,3,Driving Miss Daisy,7,Golden,Play,2011
4343,79,20,03/20/2011,312078,59,3,Ghetto Klown,0,Lyceum,Play,2011
5184,100,20,03/20/2011,374038,64,3,Good People,8,Friedman,Play,2011
11440,100,20,03/20/2011,986297,74,3,How To Succeed In Business Without Really Trying '11,0,Al Hirschfeld,Musical,2011
9653,98,20,03/20/2011,1064222,91,3,Jersey Boys,8,August Wilson,Musical,2011
6881,96,20,03/20/2011,676203,88,3,Kathy Griffin Wants A Tony,7,Belasco,Special,2011
5285,62,20,03/20/2011,367191,41,3,La Cage Aux Folles '10,8,Longacre,Musical,2011
4061,64,20,03/20/2011,263436,36,3,Lombardi,8,Circle In The Square,Play,2011
10274,86,20,03/20/2011,845480,61,3,Mamma Mia!,8,Winter Garden,Musical,2011
13765,96,20,03/20/2011,1057164,76,3,Mary Poppins,8,New Amsterdam,Musical,2011
10749,91,20,03/20/2011,851822,72,3,Memphis,8,Shubert,Musical,2011
5391,56,20,03/20/2011,402391,36,3,Million Dollar Quartet,8,Nederlander,Musical,2011
12481,92,20,03/20/2011,739803,58,3,Priscilla Queen Of The Desert,1,Palace,Musical,2011
6003,71,20,03/20/2011,402992,45,3,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
13097,97,20,03/20/2011,1405868,81,3,Spider-Man Turn Off The Dark,0,Foxwoods,Musical,2011
7496,87,20,03/20/2011,698853,63,3,That Championship Season,8,Jacobs,Play,2011
10624,87,20,03/20/2011,871834,62,3,The Addams Family,8,Lunt-Fontanne,Musical,2011
7593,102,20,03/20/2011,620528,72,3,The Book Of Mormon,0,Eugene O'Neill,Musical,2011
4635,78,20,03/20/2011,351302,52,3,The Importance Of Being Earnest,8,American Airlines,Play,2011
13421,100,20,03/20/2011,1612549,106,3,The Lion King,8,Minskoff,Musical,2011
4776,74,20,03/20/2011,271872,36,3,The Motherf**Ker With The Hat,0,Schoenfeld,Play,2011
12383,96,20,03/20/2011,996324,74,3,The Phantom Of The Opera,8,Majestic,Musical,2011
7467,100,20,03/20/2011,653919,80,3,War Horse,0,Vivian Beaumont,Play,2011
14472,100,20,03/20/2011,1670779,107,3,Wicked,8,Gershwin,Musical,2011
8336,61,27,03/27/2011,474804,32,3,American Idiot,8,St. James,Musical,2011
8051,98,27,03/27/2011,571560,58,3,Anything Goes '11,0,Stephen Sondheim,Musical,2011
7183,87,27,03/27/2011,518645,60,3,Arcadia '11,8,Ethel Barrymore,Play,2011
1060,92,27,03/27/2011,73130,55,3,Baby It'S You!,0,Broadhurst,Musical,2011
8140,75,27,03/27/2011,556666,44,3,Bengal Tiger At The Bagdhad Zoo,0,Richard Rodgers,Play,2011
11320,100,27,03/27/2011,971957,73,3,Billy Elliot: The Musical,8,Imperial,Musical,2011
9335,94,27,03/27/2011,630207,54,3,Catch Me If You Can,0,Neil Simon,Musical,2011
7144,83,27,03/27/2011,551844,58,3,Chicago,8,Ambassador,Musical,2011
4597,82,27,03/27/2011,406629,60,3,Driving Miss Daisy,7,Golden,Play,2011
4801,87,27,03/27/2011,322533,61,3,Ghetto Klown,5,Lyceum,Play,2011
5184,100,27,03/27/2011,384821,65,3,Good People,8,Friedman,Play,2011
1927,62,27,03/27/2011,58791,22,3,High,0,Booth,Play,2011
11446,100,27,03/27/2011,746872,56,3,How To Succeed In Business Without Really Trying '11,1,Al Hirschfeld,Musical,2011
9265,94,27,03/27/2011,1011357,86,3,Jersey Boys,8,August Wilson,Musical,2011
6014,71,27,03/27/2011,321261,35,3,La Cage Aux Folles '10,8,Longacre,Musical,2011
4017,64,27,03/27/2011,252334,35,3,Lombardi,8,Circle In The Square,Play,2011
9053,76,27,03/27/2011,709895,51,3,Mamma Mia!,8,Winter Garden,Musical,2011
12838,89,27,03/27/2011,909660,66,3,Mary Poppins,8,New Amsterdam,Musical,2011
10553,90,27,03/27/2011,821504,69,3,Memphis,8,Shubert,Musical,2011
5783,60,27,03/27/2011,420527,38,3,Million Dollar Quartet,8,Nederlander,Musical,2011
11925,88,27,03/27/2011,962163,66,3,Priscilla Queen Of The Desert,8,Palace,Musical,2011
5647,67,27,03/27/2011,363145,40,3,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
2973,85,27,03/27/2011,254808,63,3,Rock Of Ages,6,Helen Hayes,Musical,2011
4462,100,27,03/27/2011,291811,62,3,Sister Act,0,Broadway,Musical,2011
14670,95,27,03/27/2011,1517600,77,3,Spider-Man Turn Off The Dark,0,Foxwoods,Musical,2011
6639,77,27,03/27/2011,620774,56,3,That Championship Season,8,Jacobs,Play,2011
8621,71,27,03/27/2011,686549,49,3,The Addams Family,8,Lunt-Fontanne,Musical,2011
7604,102,27,03/27/2011,624456,73,3,The Book Of Mormon,4,Eugene O'Neill,Musical,2011
4105,69,27,03/27/2011,321398,47,3,The Importance Of Being Earnest,8,American Airlines,Play,2011
13281,99,27,03/27/2011,1577631,103,3,The Lion King,8,Minskoff,Musical,2011
4926,66,27,03/27/2011,290280,33,3,The Motherf**Ker With The Hat,0,Schoenfeld,Play,2011
12188,94,27,03/27/2011,962081,67,3,The Phantom Of The Opera,8,Majestic,Musical,2011
7476,100,27,03/27/2011,633752,77,3,War Horse,0,Vivian Beaumont,Play,2011
14472,100,27,03/27/2011,1627422,104,3,Wicked,8,Gershwin,Musical,2011
12103,94,27,03/27/2011,588153,41,3,Wonderland,0,Marquis,Musical,2011
6995,51,3,04/03/2011,419383,28,4,American Idiot,8,St. James,Musical,2011
8147,99,3,04/03/2011,501618,51,4,Anything Goes '11,0,Stephen Sondheim,Musical,2011
4970,60,3,04/03/2011,419802,49,4,Arcadia '11,8,Ethel Barrymore,Play,2011
5968,74,3,04/03/2011,299096,35,4,Baby It'S You!,0,Broadhurst,Musical,2011
6968,73,3,04/03/2011,459237,42,4,Bengal Tiger At The Bagdhad Zoo,4,Richard Rodgers,Play,2011
10593,93,3,04/03/2011,896052,67,4,Billy Elliot: The Musical,8,Imperial,Musical,2011
3279,61,3,04/03/2011,137391,25,4,Born Yesterday '11,0,Cort,Play,2011
10225,90,3,04/03/2011,662623,50,4,Catch Me If You Can,0,Neil Simon,Musical,2011
6706,78,3,04/03/2011,515641,54,4,Chicago,8,Ambassador,Musical,2011
4357,77,3,04/03/2011,384942,57,4,Driving Miss Daisy,7,Golden,Play,2011
4257,77,3,04/03/2011,348447,66,4,Ghetto Klown,6,Lyceum,Play,2011
5159,99,3,04/03/2011,393537,67,4,Good People,8,Friedman,Play,2011
3728,60,3,04/03/2011,94829,18,4,High,0,Booth,Play,2011
11357,100,3,04/03/2011,972524,73,4,How To Succeed In Business Without Really Trying '11,8,Al Hirschfeld,Musical,2011
9405,96,3,04/03/2011,992577,85,4,Jersey Boys,8,August Wilson,Musical,2011
1474,73,3,04/03/2011,90736,39,4,Jerusalem,0,Music Box,Play,2011
4136,49,3,04/03/2011,282683,31,4,La Cage Aux Folles '10,8,Longacre,Musical,2011
3521,56,3,04/03/2011,221624,30,4,Lombardi,8,Circle In The Square,Play,2011
9015,75,3,04/03/2011,710008,51,4,Mamma Mia!,8,Winter Garden,Musical,2011
11812,82,3,04/03/2011,867638,63,4,Mary Poppins,8,New Amsterdam,Musical,2011
10281,87,3,04/03/2011,815708,69,4,Memphis,8,Shubert,Musical,2011
4584,47,3,04/03/2011,336302,30,4,Million Dollar Quartet,8,Nederlander,Musical,2011
10978,81,3,04/03/2011,926273,64,4,Priscilla Queen Of The Desert,8,Palace,Musical,2011
5652,67,3,04/03/2011,367807,41,4,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
3694,79,3,04/03/2011,269634,50,4,Rock Of Ages,8,Helen Hayes,Musical,2011
9701,93,3,04/03/2011,518355,46,4,Sister Act,0,Broadway,Musical,2011
13595,88,3,04/03/2011,1387356,70,4,Spider-Man Turn Off The Dark,0,Foxwoods,Musical,2011
5409,63,3,04/03/2011,500315,45,4,That Championship Season,8,Jacobs,Play,2011
7181,59,3,04/03/2011,575903,41,4,The Addams Family,8,Lunt-Fontanne,Musical,2011
8736,102,3,04/03/2011,891410,90,4,The Book Of Mormon,8,Eugene O'Neill,Musical,2011
3714,63,3,04/03/2011,269707,40,4,The Importance Of Being Earnest,8,American Airlines,Play,2011
13384,100,3,04/03/2011,1580848,104,4,The Lion King,8,Minskoff,Musical,2011
4975,66,3,04/03/2011,239221,28,4,The Motherf**Ker With The Hat,0,Schoenfeld,Play,2011
2688,67,3,04/03/2011,87141,21,4,The People In The Picture,0,Studio 54,Musical,2011
11304,87,3,04/03/2011,871091,61,4,The Phantom Of The Opera,8,Majestic,Musical,2011
8544,100,3,04/03/2011,687246,73,4,War Horse,0,Vivian Beaumont,Play,2011
14472,100,3,04/03/2011,1623653,104,4,Wicked,8,Gershwin,Musical,2011
9830,87,3,04/03/2011,511817,41,4,Wonderland,0,Marquis,Musical,2011
8742,64,10,04/10/2011,703032,47,4,American Idiot,8,St. James,Musical,2011
8298,101,10,04/10/2011,557484,57,4,Anything Goes '11,5,Stephen Sondheim,Musical,2011
4212,51,10,04/10/2011,343744,40,4,Arcadia '11,8,Ethel Barrymore,Play,2011
7513,82,10,04/10/2011,370845,38,4,Baby It'S You!,0,Broadhurst,Musical,2011
5739,53,10,04/10/2011,539283,43,4,Bengal Tiger At The Bagdhad Zoo,8,Richard Rodgers,Play,2011
10379,91,10,04/10/2011,885606,67,4,Billy Elliot: The Musical,8,Imperial,Musical,2011
5303,61,10,04/10/2011,156152,19,4,Born Yesterday '11,0,Cort,Play,2011
10807,95,10,04/10/2011,544957,47,4,Catch Me If You Can,1,Neil Simon,Musical,2011
7164,83,10,04/10/2011,559493,59,4,Chicago,8,Ambassador,Musical,2011
4690,83,10,04/10/2011,440637,65,4,Driving Miss Daisy,7,Golden,Play,2011
4055,73,10,04/10/2011,336676,64,4,Ghetto Klown,6,Lyceum,Play,2011
5179,100,10,04/10/2011,332542,56,4,Good People,8,Friedman,Play,2011
3161,51,10,04/10/2011,99292,19,4,High,0,Booth,Play,2011
11052,97,10,04/10/2011,972538,73,4,How To Succeed In Business Without Really Trying '11,8,Al Hirschfeld,Musical,2011
9474,96,10,04/10/2011,1009006,86,4,Jersey Boys,8,August Wilson,Musical,2011
6068,76,10,04/10/2011,256599,29,4,Jerusalem,0,Music Box,Play,2011
4078,48,10,04/10/2011,289592,32,4,La Cage Aux Folles '10,8,Longacre,Musical,2011
3594,57,10,04/10/2011,236010,32,4,Lombardi,8,Circle In The Square,Play,2011
9593,80,10,04/10/2011,745627,54,4,Mamma Mia!,8,Winter Garden,Musical,2011
12077,84,10,04/10/2011,882629,64,4,Mary Poppins,8,New Amsterdam,Musical,2011
9912,84,10,04/10/2011,768658,65,4,Memphis,8,Shubert,Musical,2011
5954,61,10,04/10/2011,372776,34,4,Million Dollar Quartet,8,Nederlander,Musical,2011
11320,84,10,04/10/2011,968158,66,4,Priscilla Queen Of The Desert,8,Palace,Musical,2011
5396,64,10,04/10/2011,305499,34,4,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
3677,79,10,04/10/2011,282327,52,4,Rock Of Ages,8,Helen Hayes,Musical,2011
11171,94,10,04/10/2011,600373,47,4,Sister Act,0,Broadway,Musical,2011
13131,85,10,04/10/2011,1285912,65,4,Spider-Man Turn Off The Dark,0,Foxwoods,Musical,2011
5505,64,10,04/10/2011,466801,42,4,That Championship Season,8,Jacobs,Play,2011
7883,65,10,04/10/2011,616774,44,4,The Addams Family,8,Lunt-Fontanne,Musical,2011
8736,102,10,04/10/2011,966075,98,4,The Book Of Mormon,8,Eugene O'Neill,Musical,2011
6319,96,10,04/10/2011,485320,67,4,The House Of Blue Leaves '11,0,Walter Kerr,Play,2011
3882,66,10,04/10/2011,272530,40,4,The Importance Of Being Earnest,8,American Airlines,Play,2011
13412,100,10,04/10/2011,1560631,102,4,The Lion King,8,Minskoff,Musical,2011
7102,83,10,04/10/2011,270309,27,4,The Motherf**Ker With The Hat,0,Schoenfeld,Play,2011
4718,59,10,04/10/2011,157397,19,4,The People In The Picture,0,Studio 54,Musical,2011
11098,86,10,04/10/2011,844979,59,4,The Phantom Of The Opera,8,Majestic,Musical,2011
8544,100,10,04/10/2011,659610,70,4,War Horse,0,Vivian Beaumont,Play,2011
14454,100,10,04/10/2011,1646991,105,4,Wicked,8,Gershwin,Musical,2011
10158,79,10,04/10/2011,454214,32,4,Wonderland,0,Marquis,Musical,2011
10207,75,17,04/17/2011,854693,57,4,American Idiot,8,St. James,Musical,2011
8213,100,17,04/17/2011,657669,67,4,Anything Goes '11,8,Stephen Sondheim,Musical,2011
3883,47,17,04/17/2011,305769,36,4,Arcadia '11,8,Ethel Barrymore,Play,2011
7133,77,17,04/17/2011,366689,38,4,Baby It'S You!,0,Broadhurst,Musical,2011
5079,47,17,04/17/2011,477410,38,4,Bengal Tiger At The Bagdhad Zoo,8,Richard Rodgers,Play,2011
10685,94,17,04/17/2011,934083,70,4,Billy Elliot: The Musical,8,Imperial,Musical,2011
5522,64,17,04/17/2011,146459,18,4,Born Yesterday '11,0,Cort,Play,2011
10104,89,17,04/17/2011,717349,54,4,Catch Me If You Can,8,Neil Simon,Musical,2011
7360,85,17,04/17/2011,597004,63,4,Chicago,8,Ambassador,Musical,2011
3941,71,17,04/17/2011,327469,62,4,Ghetto Klown,6,Lyceum,Play,2011
5185,100,17,04/17/2011,406196,69,4,Good People,8,Friedman,Play,2011
4945,79,17,04/17/2011,91020,17,4,High,0,Booth,Play,2011
11058,97,17,04/17/2011,964025,72,4,How To Succeed In Business Without Really Trying '11,8,Al Hirschfeld,Musical,2011
8993,92,17,04/17/2011,991371,85,4,Jersey Boys,8,August Wilson,Musical,2011
7070,89,17,04/17/2011,256890,29,4,Jerusalem,0,Music Box,Play,2011
4577,54,17,04/17/2011,277702,31,4,La Cage Aux Folles '10,8,Longacre,Musical,2011
2904,46,17,04/17/2011,182528,25,4,Lombardi,8,Circle In The Square,Play,2011
10128,85,17,04/17/2011,818975,59,4,Mamma Mia!,8,Winter Garden,Musical,2011
12206,85,17,04/17/2011,1009127,73,4,Mary Poppins,8,New Amsterdam,Musical,2011
10132,86,17,04/17/2011,805187,68,4,Memphis,8,Shubert,Musical,2011
4216,43,17,04/17/2011,274896,25,4,Million Dollar Quartet,8,Nederlander,Musical,2011
11962,89,17,04/17/2011,1003186,69,4,Priscilla Queen Of The Desert,8,Palace,Musical,2011
5825,69,17,04/17/2011,354240,39,4,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
3965,85,17,04/17/2011,295500,55,4,Rock Of Ages,8,Helen Hayes,Musical,2011
11030,93,17,04/17/2011,628457,48,4,Sister Act,0,Broadway,Musical,2011
13724,89,17,04/17/2011,1381937,70,4,Spider-Man Turn Off The Dark,0,Foxwoods,Musical,2011
5681,66,17,04/17/2011,463197,42,4,That Championship Season,8,Jacobs,Play,2011
8216,68,17,04/17/2011,663470,47,4,The Addams Family,8,Lunt-Fontanne,Musical,2011
8736,102,17,04/17/2011,974809,99,4,The Book Of Mormon,8,Eugene O'Neill,Musical,2011
6371,97,17,04/17/2011,488067,68,4,The House Of Blue Leaves '11,0,Walter Kerr,Play,2011
3678,62,17,04/17/2011,263530,39,4,The Importance Of Being Earnest,8,American Airlines,Play,2011
13402,100,17,04/17/2011,1619576,106,4,The Lion King,8,Minskoff,Musical,2011
7060,82,17,04/17/2011,448583,45,4,The Motherf**Ker With The Hat,8,Schoenfeld,Play,2011
3867,55,17,04/17/2011,156794,21,4,The People In The Picture,0,Studio 54,Musical,2011
11307,88,17,04/17/2011,877438,61,4,The Phantom Of The Opera,8,Majestic,Musical,2011
8544,100,17,04/17/2011,669438,71,4,War Horse,5,Vivian Beaumont,Play,2011
14410,100,17,04/17/2011,1663270,106,4,Wicked,8,Gershwin,Musical,2011
11757,91,17,04/17/2011,470806,37,4,Wonderland,1,Marquis,Musical,2011
12949,95,24,04/24/2011,1355740,91,4,American Idiot,8,St. James,Musical,2011
8239,100,24,04/24/2011,782176,80,4,Anything Goes '11,8,Stephen Sondheim,Musical,2011
4284,52,24,04/24/2011,318697,37,4,Arcadia '11,8,Ethel Barrymore,Play,2011
8923,97,24,04/24/2011,412640,42,4,Baby It'S You!,0,Broadhurst,Musical,2011
6417,59,24,04/24/2011,605321,48,4,Bengal Tiger At The Bagdhad Zoo,8,Richard Rodgers,Play,2011
11370,100,24,04/24/2011,1146401,86,4,Billy Elliot: The Musical,8,Imperial,Musical,2011
6481,75,24,04/24/2011,212159,26,4,Born Yesterday '11,1,Cort,Play,2011
11020,97,24,04/24/2011,918493,69,4,Catch Me If You Can,8,Neil Simon,Musical,2011
8787,102,24,04/24/2011,903226,95,4,Chicago,8,Ambassador,Musical,2011
4559,82,24,04/24/2011,362376,69,4,Ghetto Klown,6,Lyceum,Play,2011
5182,100,24,04/24/2011,425373,72,4,Good People,8,Friedman,Play,2011
4351,70,24,04/24/2011,106023,20,4,High,7,Booth,Play,2011
11463,101,24,04/24/2011,1150953,86,4,How To Succeed In Business Without Really Trying '11,8,Al Hirschfeld,Musical,2011
9846,100,24,04/24/2011,1166314,99,4,Jersey Boys,8,August Wilson,Musical,2011
6416,80,24,04/24/2011,341739,38,4,Jerusalem,5,Music Box,Play,2011
6876,81,24,04/24/2011,479940,53,4,La Cage Aux Folles '10,8,Longacre,Musical,2011
3620,57,24,04/24/2011,214627,30,4,Lombardi,8,Circle In The Square,Play,2011
12204,102,24,04/24/2011,1167769,84,4,Mamma Mia!,8,Winter Garden,Musical,2011
14350,100,24,04/24/2011,1452298,100,4,Mary Poppins,8,New Amsterdam,Musical,2011
11473,98,24,04/24/2011,945722,80,4,Memphis,8,Shubert,Musical,2011
7853,81,24,04/24/2011,513901,46,4,Million Dollar Quartet,8,Nederlander,Musical,2011
11096,82,24,04/24/2011,990767,68,4,Priscilla Queen Of The Desert,8,Palace,Musical,2011
7897,93,24,04/24/2011,605743,67,4,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
4446,95,24,04/24/2011,367681,68,4,Rock Of Ages,8,Helen Hayes,Musical,2011
10342,99,24,04/24/2011,692227,59,4,Sister Act,5,Broadway,Musical,2011
5731,67,24,04/24/2011,492585,45,4,That Championship Season,8,Jacobs,Play,2011
11787,97,24,04/24/2011,1187771,84,4,The Addams Family,8,Lunt-Fontanne,Musical,2011
8736,102,24,04/24/2011,1014228,103,4,The Book Of Mormon,8,Eugene O'Neill,Musical,2011
6573,100,24,04/24/2011,423242,59,4,The House Of Blue Leaves '11,0,Walter Kerr,Play,2011
4534,77,24,04/24/2011,326477,48,4,The Importance Of Being Earnest,8,American Airlines,Play,2011
13422,100,24,04/24/2011,1911078,125,4,The Lion King,8,Minskoff,Musical,2011
7496,87,24,04/24/2011,621266,63,4,The Motherf**Ker With The Hat,8,Schoenfeld,Play,2011
5623,87,24,04/24/2011,130853,20,4,The Normal Heart,0,Golden,Play,2011
6443,81,24,04/24/2011,233227,28,4,The People In The Picture,0,Studio 54,Musical,2011
13060,101,24,04/24/2011,1325964,92,4,The Phantom Of The Opera,8,Majestic,Musical,2011
8552,100,24,04/24/2011,798525,79,4,War Horse,8,Vivian Beaumont,Play,2011
14472,100,24,04/24/2011,1843855,118,4,Wicked,8,Gershwin,Musical,2011
12403,96,24,04/24/2011,900426,63,4,Wonderland,8,Marquis,Musical,2011
8109,99,1,05/01/2011,696279,71,5,Anything Goes '11,8,Stephen Sondheim,Musical,2011
3507,42,1,05/01/2011,251510,30,5,Arcadia '11,8,Ethel Barrymore,Play,2011
7311,79,1,05/01/2011,414323,42,5,Baby It'S You!,7,Broadhurst,Musical,2011
5021,46,1,05/01/2011,461825,37,5,Bengal Tiger At The Bagdhad Zoo,8,Richard Rodgers,Play,2011
10855,95,1,05/01/2011,986361,74,5,Billy Elliot: The Musical,8,Imperial,Musical,2011
3863,45,1,05/01/2011,205534,26,5,Born Yesterday '11,8,Cort,Play,2011
9693,85,1,05/01/2011,757653,57,5,Catch Me If You Can,8,Neil Simon,Musical,2011
7516,87,1,05/01/2011,654136,69,5,Chicago,8,Ambassador,Musical,2011
4177,76,1,05/01/2011,317798,60,5,Ghetto Klown,6,Lyceum,Play,2011
5103,98,1,05/01/2011,423787,72,5,Good People,8,Friedman,Play,2011
11227,99,1,05/01/2011,996880,74,5,How To Succeed In Business Without Really Trying '11,8,Al Hirschfeld,Musical,2011
9602,98,1,05/01/2011,1060504,90,5,Jersey Boys,8,August Wilson,Musical,2011
4765,60,1,05/01/2011,361296,40,5,Jerusalem,8,Music Box,Play,2011
5143,61,1,05/01/2011,361908,40,5,La Cage Aux Folles '10,8,Longacre,Musical,2011
3631,57,1,05/01/2011,155898,21,5,Lombardi,8,Circle In The Square,Play,2011
10919,91,1,05/01/2011,943467,68,5,Mamma Mia!,8,Winter Garden,Musical,2011
12244,85,1,05/01/2011,1035336,72,5,Mary Poppins,8,New Amsterdam,Musical,2011
10193,87,1,05/01/2011,823220,69,5,Memphis,8,Shubert,Musical,2011
4462,46,1,05/01/2011,321843,29,5,Million Dollar Quartet,8,Nederlander,Musical,2011
9179,68,1,05/01/2011,843588,58,5,Priscilla Queen Of The Desert,8,Palace,Musical,2011
6302,74,1,05/01/2011,353638,39,5,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
4317,93,1,05/01/2011,350123,65,5,Rock Of Ages,8,Helen Hayes,Musical,2011
11802,99,1,05/01/2011,799322,60,5,Sister Act,8,Broadway,Musical,2011
5004,58,1,05/01/2011,431847,39,5,That Championship Season,8,Jacobs,Play,2011
8848,73,1,05/01/2011,690893,49,5,The Addams Family,8,Lunt-Fontanne,Musical,2011
8736,102,1,05/01/2011,1119699,114,5,The Book Of Mormon,8,Eugene O'Neill,Musical,2011
7152,95,1,05/01/2011,543114,66,5,The House Of Blue Leaves '11,8,Walter Kerr,Play,2011
3563,60,1,05/01/2011,237510,35,5,The Importance Of Being Earnest,8,American Airlines,Play,2011
13037,97,1,05/01/2011,1754459,115,5,The Lion King,8,Minskoff,Musical,2011
7195,84,1,05/01/2011,612097,62,5,The Motherf**Ker With The Hat,8,Schoenfeld,Play,2011
5600,87,1,05/01/2011,184396,28,5,The Normal Heart,6,Golden,Play,2011
6373,80,1,05/01/2011,209872,25,5,The People In The Picture,5,Studio 54,Musical,2011
10788,83,1,05/01/2011,952171,66,5,The Phantom Of The Opera,8,Majestic,Musical,2011
8552,100,1,05/01/2011,881950,87,5,War Horse,8,Vivian Beaumont,Play,2011
14472,100,1,05/01/2011,1736420,111,5,Wicked,8,Gershwin,Musical,2011
9492,74,1,05/01/2011,569842,40,5,Wonderland,8,Marquis,Musical,2011
8110,99,8,05/08/2011,698453,71,5,Anything Goes '11,8,Stephen Sondheim,Musical,2011
3853,47,8,05/08/2011,241856,28,5,Arcadia '11,8,Ethel Barrymore,Play,2011
7499,81,8,05/08/2011,462640,47,5,Baby It'S You!,8,Broadhurst,Musical,2011
4951,46,8,05/08/2011,437657,35,5,Bengal Tiger At The Bagdhad Zoo,8,Richard Rodgers,Play,2011
10155,89,8,05/08/2011,876871,66,5,Billy Elliot: The Musical,8,Imperial,Musical,2011
3873,45,8,05/08/2011,218131,27,5,Born Yesterday '11,8,Cort,Play,2011
9882,87,8,05/08/2011,732580,55,5,Catch Me If You Can,8,Neil Simon,Musical,2011
7525,87,8,05/08/2011,609623,64,5,Chicago,8,Ambassador,Musical,2011
3993,72,8,05/08/2011,308002,58,5,Ghetto Klown,6,Lyceum,Play,2011
5168,99,8,05/08/2011,433459,74,5,Good People,8,Friedman,Play,2011
10443,92,8,05/08/2011,936036,70,5,How To Succeed In Business Without Really Trying '11,8,Al Hirschfeld,Musical,2011
9171,93,8,05/08/2011,1006650,86,5,Jersey Boys,8,August Wilson,Musical,2011
6058,76,8,05/08/2011,458825,51,5,Jerusalem,8,Music Box,Play,2011
3086,49,8,05/08/2011,148752,20,5,Lombardi,8,Circle In The Square,Play,2011
10195,85,8,05/08/2011,865824,62,5,Mamma Mia!,8,Winter Garden,Musical,2011
11326,79,8,05/08/2011,821750,60,5,Mary Poppins,8,New Amsterdam,Musical,2011
10147,86,8,05/08/2011,793627,67,5,Memphis,8,Shubert,Musical,2011
5051,52,8,05/08/2011,316247,28,5,Million Dollar Quartet,8,Nederlander,Musical,2011
9505,70,8,05/08/2011,882361,60,5,Priscilla Queen Of The Desert,8,Palace,Musical,2011
4906,58,8,05/08/2011,288356,32,5,Rain: A Tribute To The Beatles On Broadway,8,Brooks Atkinson,Musical,2011
